"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2021/2022","2021","43000949","Escola agrària Mas Bové","1","Públic","02","Altres Departaments","Mas Bové,ct.Reus-Morell km.4(ap.cor.527)","43120","977343289","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","346072.764","4559899.431","1.164901997","41.175830613","e3000949@xtec.cat","0",,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1164901997 41175830613)"
"2021/2022","2021","43005893","Escola Centcelles","1","Públic","01","Departament d'Educació","c. Joan Maragall, s/n","43120","977520504","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350575.927","4557404.695","1.219171247","41.154211691","e3005893@xtec.cat","http://escolacentcelles.wixsite.com/escola",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1219171247 41154211691)"
"2021/2022","2021","43007646","Institut de Constantí","1","Públic","01","Departament d'Educació","c. Onze de Setembre, s/n","43120","977524011","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350461.182","4557265.583","1.217838287","41.152938031","e3007646@xtec.cat","http://agora.xtec.cat/iesconstanti",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1217838287 41152938031)"
"2021/2022","2021","43010451","Llar d'infants Gu-gu","1","Públic","04","Corporacions Locals","pl. de les Escoles Velles, s/n","43120","977523214","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350338.025","4557100.325","1.216411556","41.151427396","e3010451@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1216411556 41151427396)"
"2021/2022","2021","43005364","Escola Les Eres","1","Públic","01","Departament d'Educació","c. Onze de Setembre, s/n","43838","977800597","0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","368835.424","4558866.727","1.436391162","41.170535256","e3005364@xtec.cat","https://agora.xtec.cat/esc-leseresdecreixell/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1436391162 41170535256)"
"2021/2022","2021","43009667","Llar d'infants Municipal de Creixell","1","Públic","04","Corporacions Locals","c. Coma, 30","43838","977801265","0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","369326.572","4558201.329","1.442385978","41.164622908","e3009667@xtec.cat","http://www.xtec.cat/centres/e3009667",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1442385978 41164622908)"
"2021/2022","2021","43011649","Llar d'infants Nova Guarderia","1","Públic","04","Corporacions Locals","c. Onze de Setembre, 4","43838",,"0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","368756.989","4558811.544","1.435468293","41.170025657","e3011649@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1435468293 41170025657)"
"2021/2022","2021","43012241","Escola Bressol L'Estel de Mar","1","Públic","04","Corporacions Locals","c. Vendrell, 7","43838",,"0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","369326.572","4558201.329","1.442385978","41.164622908","e3012241@xtec.cat","www.esteldemar.com",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1442385978 41164622908)"
"2021/2022","2021","43001735","Escola Ventura Gassol","1","Públic","01","Departament d'Educació","camí de Reus, 13","43760","977840209","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349404.901","4561540.384","1.204204671","41.191230949","e3001735@xtec.cat","http://escolaventuragassol.blogspot.com.es/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1204204671 41191230949)"
"2021/2022","2021","43008407","Institut El Morell","1","Públic","01","Departament d'Educació","c. César Martinell, 1","43760","977842057","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349280.575","4561703.996","1.202682525","41.192680907","e3008407@xtec.cat","http://agora.xtec.cat/institutelmorell",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1202682525 41192680907)"
"2021/2022","2021","43009931","Llar d'infants del Morell","1","Públic","04","Corporacions Locals","pl. de l'Estatut, s/n","43760","977841510","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349594.885","4561442.782","1.206493096","41.190387483","e3009931@xtec.cat","http://www.xtec.cat/centres/e3009931",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1206493096 41190387483)"
"2021/2022","2021","43012231","Esc. de Música Municipal El Morell","1","Públic","04","Corporacions Locals","rbla. Maragall, 40","43760",,"0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349982.353","4561434.855","1.211113249","41.190387961","e3012231@xtec.cat","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1211113249 41190387961)"
"2021/2022","2021","43005467","Escola Les Codinetes","1","Públic","01","Departament d'Educació","Raval dels Hostalets, s/n","43763","977655390","0143","Tarragona","36","Tarragonès","43097","430976","La Nou de Gaià","00",,"01","La Nou de Gaià","363814.439","4560411.865","1.376215082","41.183620223","e3005467@xtec.cat","http://agora.xtec.cat/ceiplescodinetes",,"EINF1C","EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1376215082 41183620223)"
"2021/2022","2021","43011042","Llar d'infants La Palmera","1","Públic","04","Corporacions Locals","c. Sants Cosme i Damià, 4","43763","977655258","0143","Tarragona","36","Tarragonès","43097","430976","La Nou de Gaià","00",,"01","La Nou de Gaià","363895.715","4560470.257","1.377170807","41.184159659","e3011042@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1377170807 41184159659)"
"2021/2022","2021","43001826","Escola Sant Sebastià","1","Públic","01","Departament d'Educació","av. Catalunya, 12","43151","977610539","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355098.021","4559510.916","1.272543456","41.173996334","e3001826@xtec.cat","http://agora.xtec.cat/escolasantsebastia",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272543456 41173996334)"
"2021/2022","2021","43009564","LLI privada Can Petits","2","Privat","27","Societats Civils","c. Tarragona, 6","43151","977610658","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355078.706","4559368.708","1.272346939","41.172712454","e3009564@xtec.cat","http://www.xtec.cat/centres/e3009564",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272346939 41172712454)"
"2021/2022","2021","43010591","Escola Arquitecte Jujol","1","Públic","01","Departament d'Educació","av. Catalunya, 6","43151","977627124","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355019.312","4559527.223","1.271601673","41.174129084","e3010591@xtec.cat","www.escolaarquitectejujol.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1271601673 41174129084)"
"2021/2022","2021","43010748","Institut Els Pallaresos","1","Públic","01","Departament d'Educació","av. Catalunya, 12","43151","977627203","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355098.021","4559510.916","1.272543456","41.173996334","e3010748@xtec.cat","https://agora.xtec.cat/ieselspallaresos",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272543456 41173996334)"
"2021/2022","2021","43012563","Escola Bressol Els Pallaresos","1","Públic","04","Corporacions Locals","c. Gregal, 2-4","43151",,"0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","354697.643","4558367.451","1.268043632","41.163629072","e3012563@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1268043632 41163629072)"
"2021/2022","2021","43007476","Llar d'infants Perafort","1","Públic","04","Corporacions Locals","av. de Catalunya, s/n","43152","977610123","0143","Tarragona","36","Tarragonès","43103","431037","Perafort","00",,"01","Perafort","353735.598","4561138.831","1.255919499","41.188409003","e3007476@xtec.cat","http://www.xtec.cat/centres/e3007476",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1255919499 41188409003)"
"2021/2022","2021","43009886","Escola Josep Veciana","1","Públic","01","Departament d'Educació","av. Catalunya, s/n","43152","977610404","0143","Tarragona","36","Tarragonès","43103","431037","Perafort","00",,"01","Perafort","353735.598","4561138.831","1.255919499","41.188409003","e3009886@xtec.cat","http://agora.xtec.cat/esc-josepveciana/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1255919499 41188409003)"
"2021/2022","2021","43005480","Escola Mare de Déu del Lledó","1","Públic","01","Departament d'Educació","av. Guillem de Montoliu, s/n","43140","977840851","0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349723.953","4560777.677","1.208194757","41.184423143","e3005480@xtec.cat","https://agora.xtec.cat/escolamarededeudellledo/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208194757 41184423143)"
"2021/2022","2021","43008936","Llar d'infants L'Esquirol","1","Públic","04","Corporacions Locals","c. Marià Fortuny, s/n","43140","977842241","0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349727.435","4560939.168","1.208196608","41.185877779","e3008936@xtec.cat","http://www.xtec.cat/centres/e3008936",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208196608 41185877779)"
"2021/2022","2021","43012186","Llar d'infants Nou Esquirol","1","Públic","04","Corporacions Locals","c. Mina de Madró, cantonada Molí Tendre","43140",,"0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349732.223","4560842.286","1.208277456","41.185006386","e3012186@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208277456 41185006386)"
"2021/2022","2021","43012885","CENAFE La Pobla de Mafumet","2","Privat","41","Persones Físiques","av. Generalitat, 20","43140",,"0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349777.466","4561034.916","1.208769378","41.186749131","e3012885@xtec.cat","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1208769378 41186749131)"
"2021/2022","2021","43005145","Escola Els Ametllers","1","Públic","01","Departament d'Educació","pg. de l'Estació, 2","43761","977648259","0143","Tarragona","36","Tarragonès","43111","431114","La Pobla de Montornès","00",,"01","La Pobla de Montornès","367061.011","4560062.605","1.414986514","41.181014494","e3005145@xtec.cat","http://agora.xtec.cat/ceipelsametllers",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1414986514 41181014494)"
"2021/2022","2021","43010271","Llar d'infants Sol Solet","1","Públic","04","Corporacions Locals","av. de Catalunya, 1-3","43761","977648700","0143","Tarragona","36","Tarragonès","43111","431114","La Pobla de Montornès","00",,"01","La Pobla de Montornès","367104.630","4559743.888","1.415575569","41.178151761","e3010271@xtec.cat","http://www.xtec.cat/centres/e3010271",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1415575569 41178151761)"
"2021/2022","2021","43005157","Escola Montoliu","1","Públic","01","Departament d'Educació","c. Alzinar, s/n","43762","977655539","0143","Tarragona","36","Tarragonès","43126","431264","La Riera de Gaià","00",,"02","La Riera de Gaià","362362.166","4558695.810","1.359291624","41.167923018","e3005157@xtec.cat","www.montoliuescola.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1359291624 41167923018)"
"2021/2022","2021","43010049","Llar d'infants Les Monges","1","Públic","04","Corporacions Locals","c. Doctor Pittaluga, 2","43762","977655715","0143","Tarragona","36","Tarragonès","43126","431264","La Riera de Gaià","00",,"02","La Riera de Gaià","362538.100","4558263.368","1.361485045","41.164059038","e3010049@xtec.cat","http://www.xtec.cat/centres/e3010049",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1361485045 41164059038)"
"2021/2022","2021","43002776","Escola Salvador Espriu","1","Públic","01","Departament d'Educació","c. de la Font, 3","43883","977809924","0143","Tarragona","36","Tarragonès","43131","431310","Roda de Berà","00",,"01","Roda de Berà","370133.884","4560419.730","1.451535237","41.184728589","e3002776@xtec.cat","https://agora.xtec.cat/ceip-salvador-espriu-roda/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1451535237 41184728589)"
"2021/2022","2021","43009928","Llar d'infants Els Petitons","1","Públic","04","Corporacions Locals","c. de la Reina Sofía, 17","43883","977657009","0143","Tarragona","36","Tarragonès","43131","431310","Roda de Berà","00",,"01","Roda de Berà","370680.949","4560346.550","1.458071397","41.184157134","e3009928@xtec.cat","http://www.xtec.cat/centres/e3009928",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1458071397 41184157134)"
"2021/2022","2021","43011194","Escola El Cucurull","1","Públic","01","Departament d'Educació","c. Joan Carles I, 17","43883","977657190","0143","Tarragona","36","Tarragonès","43131","431310","Roda de Berà","00",,"01","Roda de Berà","370715.794","4560542.055","1.458445423","41.185923151","e3011194@xtec.cat","https://agora.xtec.cat/ceipelcucurull/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1458445423 41185923151)"
"2021/2022","2021","43011418","Institut Roda de Berà","1","Públic","01","Departament d'Educació","c. de la Font, 3","43883","977657505","0143","Tarragona","36","Tarragonès","43131","431310","Roda de Berà","00",,"01","Roda de Berà","370133.884","4560419.730","1.451535237","41.184728589","e3011418@xtec.cat","http://insrdb.cat",,,,,"ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1451535237 41184728589)"
"2021/2022","2021","43005662","Escola Josep Nin","1","Públic","01","Departament d'Educació","c. Raval de cal Toni, 9","43885","977629085","0143","Tarragona","36","Tarragonès","43135","431359","Salomó","00",,"01","Salomó","363545.075","4565342.070","1.371904332","41.227967826","e3005662@xtec.cat","http://blocs.xtec.cat/escolajosepnin/",,"EINF1C","EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1371904332 41227967826)"
"2021/2022","2021","43012678","Llar d'infants El Til·ler","1","Públic","04","Corporacions Locals","av. Catalunya, 2","43885",,"0143","Tarragona","36","Tarragonès","43135","431359","Salomó","00",,"01","Salomó","363788.736","4565458.847","1.374784384","41.229060371","e3012678@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1374784384 41229060371)"
"2021/2022","2021","43003082","Escola Guillem de Claramunt","1","Públic","01","Departament d'Educació","c. Ctra. de Vallmoll, s/n","43765","977611421","0143","Tarragona","36","Tarragonès","43144","431444","La Secuita","00",,"04","La Secuita","355663.729","4562698.575","1.278532851","41.202798539","e3003082@xtec.cat","http://blocs.xtec.cat/lasecuita",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1278532851 41202798539)"
"2021/2022","2021","43012770","Escola Bressol Municipal els Guillemets","1","Públic","04","Corporacions Locals","ctra. de Vallmoll, s/n","43765",,"0143","Tarragona","36","Tarragonès","43144","431444","La Secuita","00",,"04","La Secuita","355663.729","4562698.575","1.278532851","41.202798539","e3012770@xtec.cat","0",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1278532851 41202798539)"
"2021/2022","2021","43003136","Escola Bonavista","1","Públic","01","Departament d'Educació","c. 21, s/n","43100","977546289","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"01","Bonavista","348286.177","4554066.088","1.192720594","41.123727396","e3003136@xtec.cat","http://blocs.xtec.cat/ceipbonavista/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1192720594 41123727396)"
"2021/2022","2021","43003151","Joan XXIII","2","Privat","23","Església Catòlica","c. Catorze, s/n","43100","977542807","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"01","Bonavista","348404.435","4553858.721","1.194179861","41.121882442","e3003151@xtec.cat","http://www.escolajoan23.com",,"EINF1C","EINF2C","EPRI","ESO","BATX","AA01","CFPM",,"AA03","CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1194179861 41121882442)"
"2021/2022","2021","43003227","Escola Sant Salvador","1","Públic","01","Departament d'Educació","av. de Sant Salvador, 13","43130","977520970","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"11","Sant Salvador","352453.578","4558128.126","1.241364707","41.161069007","e3003227@xtec.cat","http://agora.xtec.cat/ceipsantsalvador-tarragona/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241364707 41161069007)"
"2021/2022","2021","43003306","Escola Serrallo","1","Públic","01","Departament d'Educació","c. Xavier Montsalvatge, 8","43004","977228876","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352189.782","4552673.388","1.239535897","41.111907813","e3003306@xtec.cat","http://www.xtec.cat/ceipserrallo",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1239535897 41111907813)"
"2021/2022","2021","43003321","Escola Sant Pere i Sant Pau","1","Públic","01","Departament d'Educació","Urb. Sant Pere i Sant Pau, s/n","43007","977201227","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353363.546","4555530.726","1.252827088","41.137847585","e3003321@xtec.cat","http://agora.xtec.cat/ceip-santperesantpau/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1252827088 41137847585)"
"2021/2022","2021","43003410","Joan Roig","2","Privat","26","Societats Mercantils","c. Cristòfor Colom, 9","43001","977240223","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352936.762","4553144.017","1.248315993","41.116280860","e3003410@xtec.cat","http://agora.xtec.cat/escolajoanroig/",,"EINF1C","EINF2C","EPRI","ESO",,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1248315993 41116280860)"
"2021/2022","2021","43003461","Tic-Tac","2","Privat","24","Ordes i Congregacions Catòlics","av. Lluís Companys, 12","43005","977214288","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352410.109","4553621.101","1.241931144","41.120480900","e3003461@xtec.cat","http://www.tictac.lasalle.cat/",,"EINF1C","EINF2C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1241931144 41120480900)"
"2021/2022","2021","43003483","Lestonnac-l'Ensenyança","2","Privat","24","Ordes i Congregacions Catòlics","c. de l'Arc de Sant Llorenç, 2","43003","977232519","0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353864.702","4553481.143","1.259283661","41.119483805","e3003483@xtec.cat","http://lestonnactarragona.org",,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1259283661 41119483805)"
